Area,Year,Week,Cumulative_Week,Counts,Cumulative_Counts
ALABAMA,2014,1,1,0,0
ALASKA,2014,1,1,2,2
ARIZONA,2014,1,1,0,0
ARKANSAS,2014,1,1,0,0
CALIFORNIA,2014,1,1,15,15
COLORADO,2014,1,1,0,0
CONNECTICUT,2014,1,1,0,0
DELAWARE,2014,1,1,0,0
FLORIDA,2014,1,1,59,59
GEORGIA,2014,1,1,11,11
HAWAII,2014,1,1,0,0
IDAHO,2014,1,1,3,3
ILLINOIS,2014,1,1,0,0
INDIANA,2014,1,1,0,0
IOWA,2014,1,1,1,1
KANSAS,2014,1,1,0,0
KENTUCKY,2014,1,1,3,3
LOUISIANA,2014,1,1,1,1
MAINE,2014,1,1,0,0
MARYLAND,2014,1,1,11,11
MASSACHUSETTS,2014,1,1,0,0
MICHIGAN,2014,1,1,3,3
MINNESOTA,2014,1,1,0,0
MISSISSIPPI,2014,1,1,2,2
MISSOURI,2014,1,1,3,3
MONTANA,2014,1,1,2,2
NEBRASKA,2014,1,1,3,3
NEVADA,2014,1,1,0,0
NEW HAMPSHIRE,2014,1,1,0,0
NEW JERSEY,2014,1,1,0,0
NEW MEXICO,2014,1,1,0,0
NEW YORK,2014,1,1,6,6
NORTH CAROLINA,2014,1,1,19,19
NORTH DAKOTA,2014,1,1,0,0
OHIO,2014,1,1,8,8
OKLAHOMA,2014,1,1,0,0
OREGON,2014,1,1,3,3
PENNSYLVANIA,2014,1,1,5,5
RHODE ISLAND,2014,1,1,0,0
SOUTH CAROLINA,2014,1,1,4,4
SOUTH DAKOTA,2014,1,1,0,0
TENNESSEE,2014,1,1,4,4
TEXAS,2014,1,1,0,0
UTAH,2014,1,1,2,2
VERMONT,2014,1,1,0,0
VIRGINIA,2014,1,1,5,5
WASHINGTON,2014,1,1,0,0
WEST VIRGINIA,2014,1,1,0,0
WISCONSIN,2014,1,1,0,0
WYOMING,2014,1,1,0,0
ALABAMA,2014,2,2,5,5
ALASKA,2014,2,2,0,2
ARIZONA,2014,2,2,1,1
ARKANSAS,2014,2,2,0,0
CALIFORNIA,2014,2,2,15,30
COLORADO,2014,2,2,0,0
CONNECTICUT,2014,2,2,0,0
DELAWARE,2014,2,2,0,0
FLORIDA,2014,2,2,86,145
GEORGIA,2014,2,2,19,30
HAWAII,2014,2,2,3,3
IDAHO,2014,2,2,2,5
ILLINOIS,2014,2,2,0,0
INDIANA,2014,2,2,0,0
IOWA,2014,2,2,0,1
KANSAS,2014,2,2,0,0
KENTUCKY,2014,2,2,2,5
LOUISIANA,2014,2,2,1,2
MAINE,2014,2,2,0,0
MARYLAND,2014,2,2,17,28
MASSACHUSETTS,2014,2,2,4,4
