Area,Year,Week,Cumulative_Week,Counts,Cumulative_Counts
ALABAMA,2014,1,1,0,0
ALASKA,2014,1,1,0,0
ARIZONA,2014,1,1,0,0
ARKANSAS,2014,1,1,0,0
CALIFORNIA,2014,1,1,0,0
COLORADO,2014,1,1,0,0
CONNECTICUT,2014,1,1,0,0
DELAWARE,2014,1,1,0,0
FLORIDA,2014,1,1,1,1
GEORGIA,2014,1,1,0,0
HAWAII,2014,1,1,0,0
IDAHO,2014,1,1,0,0
ILLINOIS,2014,1,1,0,0
INDIANA,2014,1,1,0,0
IOWA,2014,1,1,0,0
KANSAS,2014,1,1,0,0
KENTUCKY,2014,1,1,0,0
LOUISIANA,2014,1,1,0,0
MAINE,2014,1,1,1,1
MARYLAND,2014,1,1,1,1
MASSACHUSETTS,2014,1,1,0,0
MICHIGAN,2014,1,1,0,0
MINNESOTA,2014,1,1,0,0
MISSISSIPPI,2014,1,1,0,0
MISSOURI,2014,1,1,1,1
MONTANA,2014,1,1,0,0
NEBRASKA,2014,1,1,1,1
NEVADA,2014,1,1,0,0
NEW HAMPSHIRE,2014,1,1,0,0
NEW JERSEY,2014,1,1,0,0
NEW MEXICO,2014,1,1,0,0
NEW YORK,2014,1,1,0,0
NORTH CAROLINA,2014,1,1,0,0
NORTH DAKOTA,2014,1,1,1,1
OHIO,2014,1,1,1,1
OKLAHOMA,2014,1,1,0,0
OREGON,2014,1,1,0,0
PENNSYLVANIA,2014,1,1,0,0
RHODE ISLAND,2014,1,1,0,0
SOUTH CAROLINA,2014,1,1,0,0
SOUTH DAKOTA,2014,1,1,0,0
TENNESSEE,2014,1,1,0,0
TEXAS,2014,1,1,0,0
UTAH,2014,1,1,0,0
VERMONT,2014,1,1,0,0
VIRGINIA,2014,1,1,0,0
WASHINGTON,2014,1,1,0,0
WEST VIRGINIA,2014,1,1,0,0
WISCONSIN,2014,1,1,0,0
WYOMING,2014,1,1,0,0
ALABAMA,2014,2,2,0,0
ALASKA,2014,2,2,0,0
ARIZONA,2014,2,2,0,0
ARKANSAS,2014,2,2,0,0
CALIFORNIA,2014,2,2,5,5
COLORADO,2014,2,2,0,0
CONNECTICUT,2014,2,2,0,0
DELAWARE,2014,2,2,0,0
FLORIDA,2014,2,2,0,1
GEORGIA,2014,2,2,0,0
HAWAII,2014,2,2,0,0
IDAHO,2014,2,2,0,0
ILLINOIS,2014,2,2,0,0
INDIANA,2014,2,2,0,0
IOWA,2014,2,2,0,0
KANSAS,2014,2,2,0,0
KENTUCKY,2014,2,2,0,0
LOUISIANA,2014,2,2,0,0
MAINE,2014,2,2,0,1
MARYLAND,2014,2,2,0,1
MASSACHUSETTS,2014,2,2,0,0
MICHIGAN,2014,2,2,1,1
MINNESOTA,2014,2,2,0,0
MISSISSIPPI,2014,2,2,0,0
MISSOURI,2014,2,2,0,1
MONTANA,2014,2,2,0,0
NEBRASKA,2014,2,2,0,1
NEVADA,2014,2,2,0,0
NEW HAMPSHIRE,2014,2,2,0,0
NEW JERSEY,2014,2,2,0,0
NEW MEXICO,2014,2,2,0,0
NEW YORK,2014,2,2,0,0
NORTH CAROLINA,2014,2,2,0,0
NORTH DAKOTA,2014,2,2,0,1
OHIO,2014,2,2,1,2
OKLAHOMA,2014,2,2,0,0
OREGON,2014,2,2,0,0
PENNSYLVANIA,2014,2,2,0,0
RHODE ISLAND,2014,2,2,0,0
SOUTH CAROLINA,2014,2,2,0,0
SOUTH DAKOTA,2014,2,2,0,0
TENNESSEE,2014,2,2,1,1
TEXAS,2014,2,2,0,0
UTAH,2014,2,2,0,0
VERMONT,2014,2,2,0,0
VIRGINIA,2014,2,2,0,0
WASHINGTON,2014,2,2,0,0
WEST VIRGINIA,2014,2,2,0,0
WISCONSIN,2014,2,2,0,0
WYOMING,2014,2,2,0,0
ALABAMA,2014,3,3,0,0
ALASKA,2014,3,3,0,0
ARIZONA,2014,3,3,0,0
ARKANSAS,2014,3,3,0,0
CALIFORNIA,2014,3,3,0,5
COLORADO,2014,3,3,0,0
CONNECTICUT,2014,3,3,0,0
DELAWARE,2014,3,3,0,0
FLORIDA,2014,3,3,1,2
GEORGIA,2014,3,3,0,0
HAWAII,2014,3,3,0,0
IDAHO,2014,3,3,0,0
ILLINOIS,2014,3,3,0,0
INDIANA,2014,3,3,0,0
IOWA,2014,3,3,0,0
KANSAS,2014,3,3,0,0
KENTUCKY,2014,3,3,0,0
LOUISIANA,2014,3,3,0,0
MAINE,2014,3,3,0,1
MARYLAND,2014,3,3,2,3
MASSACHUSETTS,2014,3,3,0,0
MICHIGAN,2014,3,3,0,1
MINNESOTA,2014,3,3,0,0
MISSISSIPPI,2014,3,3,0,0
MISSOURI,2014,3,3,0,1
MONTANA,2014,3,3,0,0
NEBRASKA,2014,3,3,0,1
NEVADA,2014,3,3,0,0
NEW HAMPSHIRE,2014,3,3,0,0
NEW JERSEY,2014,3,3,0,0
NEW MEXICO,2014,3,3,0,0
NEW YORK,2014,3,3,1,1
NORTH CAROLINA,2014,3,3,0,0
NORTH DAKOTA,2014,3,3,0,1
OHIO,2014,3,3,1,3
OKLAHOMA,2014,3,3,0,0
OREGON,2014,3,3,0,0
PENNSYLVANIA,2014,3,3,2,2
RHODE ISLAND,2014,3,3,0,0
SOUTH CAROLINA,2014,3,3,0,0
SOUTH DAKOTA,2014,3,3,0,0
TENNESSEE,2014,3,3,0,1
TEXAS,2014,3,3,0,0
UTAH,2014,3,3,0,0
VERMONT,2014,3,3,0,0
VIRGINIA,2014,3,3,1,1
WASHINGTON,2014,3,3,0,0
WEST VIRGINIA,2014,3,3,0,0
WISCONSIN,2014,3,3,0,0
WYOMING,2014,3,3,0,0
ALABAMA,2014,4,4,0,0
