Area,Year,Week,Cumulative_Week,Counts,Cumulative_Counts
ALABAMA,2014,1,1,4,4
ALASKA,2014,1,1,0,0
ARIZONA,2014,1,1,24,24
ARKANSAS,2014,1,1,0,0
CALIFORNIA,2014,1,1,0,0
COLORADO,2014,1,1,0,0
CONNECTICUT,2014,1,1,0,0
DELAWARE,2014,1,1,0,0
FLORIDA,2014,1,1,27,27
GEORGIA,2014,1,1,19,19
HAWAII,2014,1,1,0,0
IDAHO,2014,1,1,0,0
ILLINOIS,2014,1,1,0,0
INDIANA,2014,1,1,0,0
IOWA,2014,1,1,0,0
KANSAS,2014,1,1,0,0
KENTUCKY,2014,1,1,4,4
LOUISIANA,2014,1,1,4,4
MAINE,2014,1,1,4,4
MARYLAND,2014,1,1,7,7
MASSACHUSETTS,2014,1,1,0,0
MICHIGAN,2014,1,1,4,4
MINNESOTA,2014,1,1,0,0
MISSISSIPPI,2014,1,1,8,8
MISSOURI,2014,1,1,0,0
MONTANA,2014,1,1,2,2
NEBRASKA,2014,1,1,5,5
NEVADA,2014,1,1,0,0
NEW HAMPSHIRE,2014,1,1,0,0
NEW JERSEY,2014,1,1,0,0
NEW MEXICO,2014,1,1,3,3
NEW YORK,2014,1,1,4,4
NORTH CAROLINA,2014,1,1,0,0
NORTH DAKOTA,2014,1,1,0,0
OHIO,2014,1,1,17,17
OKLAHOMA,2014,1,1,0,0
OREGON,2014,1,1,0,0
PENNSYLVANIA,2014,1,1,0,0
RHODE ISLAND,2014,1,1,0,0
SOUTH CAROLINA,2014,1,1,11,11
SOUTH DAKOTA,2014,1,1,1,1
TENNESSEE,2014,1,1,9,9
TEXAS,2014,1,1,0,0
UTAH,2014,1,1,0,0
VERMONT,2014,1,1,0,0
VIRGINIA,2014,1,1,0,0
WASHINGTON,2014,1,1,0,0
WEST VIRGINIA,2014,1,1,0,0
WISCONSIN,2014,1,1,5,5
WYOMING,2014,1,1,0,0
ALABAMA,2014,2,2,5,9
ALASKA,2014,2,2,1,1
ARIZONA,2014,2,2,25,49
ARKANSAS,2014,2,2,0,0
CALIFORNIA,2014,2,2,0,0
COLORADO,2014,2,2,0,0
CONNECTICUT,2014,2,2,0,0
DELAWARE,2014,2,2,0,0
FLORIDA,2014,2,2,42,69
GEORGIA,2014,2,2,17,36
HAWAII,2014,2,2,2,2
IDAHO,2014,2,2,0,0
ILLINOIS,2014,2,2,0,0
INDIANA,2014,2,2,0,0
IOWA,2014,2,2,0,0
KANSAS,2014,2,2,1,1
KENTUCKY,2014,2,2,4,8
LOUISIANA,2014,2,2,1,5
MAINE,2014,2,2,3,7
MARYLAND,2014,2,2,12,19
MASSACHUSETTS,2014,2,2,0,0
MICHIGAN,2014,2,2,6,10
MINNESOTA,2014,2,2,0,0
MISSISSIPPI,2014,2,2,2,10
MISSOURI,2014,2,2,0,0
MONTANA,2014,2,2,0,2
NEBRASKA,2014,2,2,5,10
NEVADA,2014,2,2,1,1
NEW HAMPSHIRE,2014,2,2,0,0
NEW JERSEY,2014,2,2,0,0
NEW MEXICO,2014,2,2,4,7
NEW YORK,2014,2,2,0,4
NORTH CAROLINA,2014,2,2,0,0
NORTH DAKOTA,2014,2,2,0,0
OHIO,2014,2,2,31,48
OKLAHOMA,2014,2,2,0,0
OREGON,2014,2,2,0,0
PENNSYLVANIA,2014,2,2,0,0
RHODE ISLAND,2014,2,2,0,0
SOUTH CAROLINA,2014,2,2,1,12
SOUTH DAKOTA,2014,2,2,1,2
TENNESSEE,2014,2,2,16,25
TEXAS,2014,2,2,15,15
UTAH,2014,2,2,0,0
VERMONT,2014,2,2,0,0
VIRGINIA,2014,2,2,0,0
WASHINGTON,2014,2,2,0,0
WEST VIRGINIA,2014,2,2,3,3
WISCONSIN,2014,2,2,7,12
WYOMING,2014,2,2,0,0
ALABAMA,2014,3,3,1,10
ALASKA,2014,3,3,0,1
ARIZONA,2014,3,3,18,67
ARKANSAS,2014,3,3,0,0
CALIFORNIA,2014,3,3,0,0
COLORADO,2014,3,3,0,0
CONNECTICUT,2014,3,3,0,0
DELAWARE,2014,3,3,0,0
FLORIDA,2014,3,3,32,101
GEORGIA,2014,3,3,2,38
HAWAII,2014,3,3,0,2
IDAHO,2014,3,3,0,0
ILLINOIS,2014,3,3,0,0
INDIANA,2014,3,3,0,0
IOWA,2014,3,3,0,0
KANSAS,2014,3,3,0,1
KENTUCKY,2014,3,3,6,14
LOUISIANA,2014,3,3,0,5
MAINE,2014,3,3,0,7
MARYLAND,2014,3,3,17,36
MASSACHUSETTS,2014,3,3,0,0
MICHIGAN,2014,3,3,3,13
MINNESOTA,2014,3,3,0,0
MISSISSIPPI,2014,3,3,10,20
MISSOURI,2014,3,3,0,0
MONTANA,2014,3,3,0,2
NEBRASKA,2014,3,3,0,10
NEVADA,2014,3,3,0,1
NEW HAMPSHIRE,2014,3,3,0,0
NEW JERSEY,2014,3,3,0,0
NEW MEXICO,2014,3,3,3,10
NEW YORK,2014,3,3,17,21
NORTH CAROLINA,2014,3,3,0,0
NORTH DAKOTA,2014,3,3,0,0
OHIO,2014,3,3,27,75
OKLAHOMA,2014,3,3,0,0
OREGON,2014,3,3,0,0
PENNSYLVANIA,2014,3,3,0,0
RHODE ISLAND,2014,3,3,0,0
SOUTH CAROLINA,2014,3,3,7,19
SOUTH DAKOTA,2014,3,3,1,3
TENNESSEE,2014,3,3,5,30
TEXAS,2014,3,3,9,24
UTAH,2014,3,3,0,0
VERMONT,2014,3,3,2,2
VIRGINIA,2014,3,3,0,0
WASHINGTON,2014,3,3,0,0
WEST VIRGINIA,2014,3,3,0,3
WISCONSIN,2014,3,3,7,19
WYOMING,2014,3,3,0,0
ALABAMA,2014,4,4,2,12
ALASKA,2014,4,4,0,1
ARIZONA,2014,4,4,12,79
ARKANSAS,2014,4,4,0,0
CALIFORNIA,2014,4,4,0,0
COLORADO,2014,4,4,0,0
CONNECTICUT,2014,4,4,0,0
DELAWARE,2014,4,4,0,0
FLORIDA,2014,4,4,10,111
GEORGIA,2014,4,4,12,50
HAWAII,2014,4,4,0,2
IDAHO,2014,4,4,0,0
ILLINOIS,2014,4,4,0,0
INDIANA,2014,4,4,0,0
IOWA,2014,4,4,0,0
KANSAS,2014,4,4,1,2
KENTUCKY,2014,4,4,7,21
LOUISIANA,2014,4,4,0,5
MAINE,2014,4,4,1,8
MARYLAND,2014,4,4,7,43
MASSACHUSETTS,2014,4,4,0,0
MICHIGAN,2014,4,4,5,18
MINNESOTA,2014,4,4,0,0
MISSISSIPPI,2014,4,4,0,20
MISSOURI,2014,4,4,0,0
MONTANA,2014,4,4,1,3
NEBRASKA,2014,4,4,4,14
NEVADA,2014,4,4,0,1
NEW HAMPSHIRE,2014,4,4,0,0
NEW JERSEY,2014,4,4,0,0
NEW MEXICO,2014,4,4,1,11
NEW YORK,2014,4,4,19,40
NORTH CAROLINA,2014,4,4,0,0
NORTH DAKOTA,2014,4,4,1,1
OHIO,2014,4,4,27,102
OKLAHOMA,2014,4,4,1,1
OREGON,2014,4,4,0,0
PENNSYLVANIA,2014,4,4,0,0
RHODE ISLAND,2014,4,4,0,0
SOUTH CAROLINA,2014,4,4,4,23
SOUTH DAKOTA,2014,4,4,1,4
TENNESSEE,2014,4,4,18,48
TEXAS,2014,4,4,15,39
UTAH,2014,4,4,0,0
VERMONT,2014,4,4,0,2
VIRGINIA,2014,4,4,0,0
WASHINGTON,2014,4,4,0,0
WEST VIRGINIA,2014,4,4,1,4
WISCONSIN,2014,4,4,4,23
WYOMING,2014,4,4,0,0
ALABAMA,2014,5,5,1,13
ALASKA,2014,5,5,0,1
ARIZONA,2014,5,5,12,91
ARKANSAS,2014,5,5,2,2
CALIFORNIA,2014,5,5,0,0
COLORADO,2014,5,5,0,0
CONNECTICUT,2014,5,5,0,0
