Area,Year,Week,Cumulative_Week,Counts,Cumulative_Counts
ALABAMA,2014,1,1,3,3
ALASKA,2014,1,1,2,2
ARIZONA,2014,1,1,0,0
ARKANSAS,2014,1,1,1,1
CALIFORNIA,2014,1,1,0,0
COLORADO,2014,1,1,0,0
CONNECTICUT,2014,1,1,0,0
DELAWARE,2014,1,1,0,0
FLORIDA,2014,1,1,5,5
GEORGIA,2014,1,1,0,0
HAWAII,2014,1,1,0,0
IDAHO,2014,1,1,3,3
ILLINOIS,2014,1,1,0,0
INDIANA,2014,1,1,0,0
IOWA,2014,1,1,0,0
KANSAS,2014,1,1,0,0
KENTUCKY,2014,1,1,0,0
LOUISIANA,2014,1,1,0,0
MAINE,2014,1,1,1,1
MARYLAND,2014,1,1,0,0
MASSACHUSETTS,2014,1,1,0,0
MICHIGAN,2014,1,1,2,2
MINNESOTA,2014,1,1,0,0
MISSISSIPPI,2014,1,1,0,0
MISSOURI,2014,1,1,4,4
MONTANA,2014,1,1,1,1
NEBRASKA,2014,1,1,9,9
NEVADA,2014,1,1,0,0
NEW HAMPSHIRE,2014,1,1,0,0
NEW JERSEY,2014,1,1,0,0
NEW MEXICO,2014,1,1,0,0
NEW YORK,2014,1,1,0,0
NORTH CAROLINA,2014,1,1,18,18
NORTH DAKOTA,2014,1,1,0,0
OHIO,2014,1,1,25,25
OKLAHOMA,2014,1,1,0,0
OREGON,2014,1,1,0,0
PENNSYLVANIA,2014,1,1,2,2
RHODE ISLAND,2014,1,1,0,0
SOUTH CAROLINA,2014,1,1,0,0
SOUTH DAKOTA,2014,1,1,0,0
TENNESSEE,2014,1,1,4,4
TEXAS,2014,1,1,0,0
UTAH,2014,1,1,0,0
VERMONT,2014,1,1,0,0
VIRGINIA,2014,1,1,0,0
WASHINGTON,2014,1,1,0,0
WEST VIRGINIA,2014,1,1,0,0
WISCONSIN,2014,1,1,0,0
WYOMING,2014,1,1,0,0
ALABAMA,2014,2,2,1,4
ALASKA,2014,2,2,1,3
ARIZONA,2014,2,2,1,1
ARKANSAS,2014,2,2,0,1
CALIFORNIA,2014,2,2,1,1
COLORADO,2014,2,2,0,0
CONNECTICUT,2014,2,2,0,0
DELAWARE,2014,2,2,0,0
FLORIDA,2014,2,2,22,27
GEORGIA,2014,2,2,0,0
HAWAII,2014,2,2,0,0
IDAHO,2014,2,2,2,5
ILLINOIS,2014,2,2,0,0
INDIANA,2014,2,2,0,0
IOWA,2014,2,2,0,0
KANSAS,2014,2,2,0,0
KENTUCKY,2014,2,2,8,8
LOUISIANA,2014,2,2,0,0
MAINE,2014,2,2,3,4
MARYLAND,2014,2,2,1,1
MASSACHUSETTS,2014,2,2,0,0
MICHIGAN,2014,2,2,7,9
MINNESOTA,2014,2,2,0,0
MISSISSIPPI,2014,2,2,0,0
MISSOURI,2014,2,2,2,6
MONTANA,2014,2,2,1,2
NEBRASKA,2014,2,2,5,14
NEVADA,2014,2,2,0,0
NEW HAMPSHIRE,2014,2,2,0,0
NEW JERSEY,2014,2,2,0,0
NEW MEXICO,2014,2,2,0,0
NEW YORK,2014,2,2,4,4
NORTH CAROLINA,2014,2,2,10,28
NORTH DAKOTA,2014,2,2,0,0
OHIO,2014,2,2,81,106
OKLAHOMA,2014,2,2,0,0
OREGON,2014,2,2,0,0
PENNSYLVANIA,2014,2,2,10,12
RHODE ISLAND,2014,2,2,0,0
SOUTH CAROLINA,2014,2,2,0,0
SOUTH DAKOTA,2014,2,2,0,0
TENNESSEE,2014,2,2,1,5
TEXAS,2014,2,2,0,0
UTAH,2014,2,2,1,1
VERMONT,2014,2,2,0,0
VIRGINIA,2014,2,2,1,1
WASHINGTON,2014,2,2,0,0
WEST VIRGINIA,2014,2,2,0,0
WISCONSIN,2014,2,2,0,0
WYOMING,2014,2,2,0,0
ALABAMA,2014,3,3,0,4
ALASKA,2014,3,3,0,3
ARIZONA,2014,3,3,7,8
ARKANSAS,2014,3,3,0,1
CALIFORNIA,2014,3,3,4,5
COLORADO,2014,3,3,0,0
CONNECTICUT,2014,3,3,0,0
DELAWARE,2014,3,3,0,0
FLORIDA,2014,3,3,26,53
GEORGIA,2014,3,3,2,2
HAWAII,2014,3,3,0,0
IDAHO,2014,3,3,3,8
ILLINOIS,2014,3,3,0,0
INDIANA,2014,3,3,0,0
IOWA,2014,3,3,0,0
KANSAS,2014,3,3,0,0
KENTUCKY,2014,3,3,0,8
LOUISIANA,2014,3,3,0,0
MAINE,2014,3,3,0,4
MARYLAND,2014,3,3,1,2
MASSACHUSETTS,2014,3,3,0,0
MICHIGAN,2014,3,3,9,18
MINNESOTA,2014,3,3,0,0
