Area,Year,Week,Cumulative_Week,Counts,Cumulative_Counts
ALABAMA,2014,1,1,0,0
ALASKA,2014,1,1,0,0
ARIZONA,2014,1,1,0,0
ARKANSAS,2014,1,1,0,0
CALIFORNIA,2014,1,1,5,5
COLORADO,2014,1,1,0,0
DELAWARE,2014,1,1,0,0
FLORIDA,2014,1,1,14,14
GEORGIA,2014,1,1,0,0
HAWAII,2014,1,1,0,0
IDAHO,2014,1,1,2,2
ILLINOIS,2014,1,1,0,0
INDIANA,2014,1,1,0,0
IOWA,2014,1,1,0,0
KANSAS,2014,1,1,0,0
KENTUCKY,2014,1,1,0,0
LOUISIANA,2014,1,1,0,0
MAINE,2014,1,1,1,1
MARYLAND,2014,1,1,6,6
MASSACHUSETTS,2014,1,1,0,0
MICHIGAN,2014,1,1,0,0
MINNESOTA,2014,1,1,0,0
MISSISSIPPI,2014,1,1,0,0
MISSOURI,2014,1,1,2,2
MONTANA,2014,1,1,0,0
NEBRASKA,2014,1,1,2,2
NEVADA,2014,1,1,0,0
NEW HAMPSHIRE,2014,1,1,0,0
NEW JERSEY,2014,1,1,0,0
NEW MEXICO,2014,1,1,0,0
NEW YORK,2014,1,1,1,1
NORTH CAROLINA,2014,1,1,0,0
NORTH DAKOTA,2014,1,1,0,0
OHIO,2014,1,1,2,2
OKLAHOMA,2014,1,1,0,0
OREGON,2014,1,1,4,4
PENNSYLVANIA,2014,1,1,11,11
RHODE ISLAND,2014,1,1,0,0
SOUTH CAROLINA,2014,1,1,2,2
SOUTH DAKOTA,2014,1,1,0,0
TENNESSEE,2014,1,1,0,0
TEXAS,2014,1,1,0,0
UTAH,2014,1,1,2,2
VERMONT,2014,1,1,4,4
VIRGINIA,2014,1,1,0,0
WASHINGTON,2014,1,1,0,0
WEST VIRGINIA,2014,1,1,0,0
WISCONSIN,2014,1,1,2,2
WYOMING,2014,1,1,0,0
ALABAMA,2014,2,2,3,3
ALASKA,2014,2,2,2,2
ARIZONA,2014,2,2,0,0
ARKANSAS,2014,2,2,2,2
CALIFORNIA,2014,2,2,13,18
COLORADO,2014,2,2,0,0
CONNECTICUT,2014,2,2,0,0
DELAWARE,2014,2,2,0,0
FLORIDA,2014,2,2,21,35
GEORGIA,2014,2,2,12,12
HAWAII,2014,2,2,0,0
IDAHO,2014,2,2,1,3
ILLINOIS,2014,2,2,0,0
INDIANA,2014,2,2,0,0
IOWA,2014,2,2,2,2
KANSAS,2014,2,2,0,0
KENTUCKY,2014,2,2,0,0
LOUISIANA,2014,2,2,1,1
MAINE,2014,2,2,1,2
MARYLAND,2014,2,2,6,12
MASSACHUSETTS,2014,2,2,6,6
MICHIGAN,2014,2,2,1,1
MINNESOTA,2014,2,2,0,0
MISSISSIPPI,2014,2,2,0,0
MISSOURI,2014,2,2,2,4
MONTANA,2014,2,2,2,2
NEBRASKA,2014,2,2,1,3
NEVADA,2014,2,2,0,0
NEW HAMPSHIRE,2014,2,2,0,0
NEW JERSEY,2014,2,2,0,0
NEW MEXICO,2014,2,2,0,0
NEW YORK,2014,2,2,0,1
NORTH CAROLINA,2014,2,2,0,0
NORTH DAKOTA,2014,2,2,0,0
OHIO,2014,2,2,8,10
OKLAHOMA,2014,2,2,0,0
OREGON,2014,2,2,1,5
PENNSYLVANIA,2014,2,2,8,19
RHODE ISLAND,2014,2,2,0,0
SOUTH CAROLINA,2014,2,2,1,3
SOUTH DAKOTA,2014,2,2,0,0
TENNESSEE,2014,2,2,0,0
TEXAS,2014,2,2,0,0
UTAH,2014,2,2,0,2
VERMONT,2014,2,2,0,4
VIRGINIA,2014,2,2,2,2
WASHINGTON,2014,2,2,0,0
WEST VIRGINIA,2014,2,2,0,0
WISCONSIN,2014,2,2,3,5
WYOMING,2014,2,2,0,0
ALABAMA,2014,3,3,1,4
ALASKA,2014,3,3,0,2
ARIZONA,2014,3,3,0,0
ARKANSAS,2014,3,3,2,4
CALIFORNIA,2014,3,3,17,35
COLORADO,2014,3,3,0,0
CONNECTICUT,2014,3,3,0,0
DELAWARE,2014,3,3,0,0
FLORIDA,2014,3,3,22,57
GEORGIA,2014,3,3,2,14
HAWAII,2014,3,3,0,0
IDAHO,2014,3,3,0,3
ILLINOIS,2014,3,3,0,0
INDIANA,2014,3,3,0,0
IOWA,2014,3,3,0,2
KANSAS,2014,3,3,0,0
KENTUCKY,2014,3,3,0,0
LOUISIANA,2014,3,3,0,1
MAINE,2014,3,3,5,7
MARYLAND,2014,3,3,3,15
MASSACHUSETTS,2014,3,3,8,14
MICHIGAN,2014,3,3,0,1
MINNESOTA,2014,3,3,0,0
MISSISSIPPI,2014,3,3,0,0
MISSOURI,2014,3,3,2,6
MONTANA,2014,3,3,0,2
NEBRASKA,2014,3,3,2,5
NEVADA,2014,3,3,0,0
NEW HAMPSHIRE,2014,3,3,0,0
NEW JERSEY,2014,3,3,0,0
NEW MEXICO,2014,3,3,0,0
NEW YORK,2014,3,3,18,19
NORTH CAROLINA,2014,3,3,0,0
NORTH DAKOTA,2014,3,3,0,0
OHIO,2014,3,3,9,19
OKLAHOMA,2014,3,3,0,0
OREGON,2014,3,3,1,6
PENNSYLVANIA,2014,3,3,9,28
RHODE ISLAND,2014,3,3,0,0
SOUTH CAROLINA,2014,3,3,1,4
SOUTH DAKOTA,2014,3,3,0,0
TENNESSEE,2014,3,3,0,0
TEXAS,2014,3,3,0,0
UTAH,2014,3,3,0,2
VERMONT,2014,3,3,1,5
VIRGINIA,2014,3,3,2,4
WASHINGTON,2014,3,3,0,0
WEST VIRGINIA,2014,3,3,0,0
WISCONSIN,2014,3,3,3,8
WYOMING,2014,3,3,0,0
ALABAMA,2014,4,4,3,7
ALASKA,2014,4,4,0,2
